2025-04-27T08:17:11.458704Z,mouse,mouse_move,{"location":(381, 260)}
2025-04-27T08:17:11.511067Z,mouse,mouse_move,{"location":(371, 265)}
2025-04-27T08:17:11.719333Z,mouse,mouse_move,{"location":(340, 286)}
2025-04-27T08:17:11.771700Z,mouse,mouse_move,{"location":(225, 405)}
2025-04-27T08:17:11.823058Z,mouse,mouse_move,{"location":(148, 500)}
2025-04-27T08:17:11.875521Z,mouse,mouse_move,{"location":(121, 538)}
2025-04-27T08:17:11.927903Z,mouse,mouse_move,{"location":(119, 541)}
2025-04-27T08:17:11.980334Z,mouse,mouse_move,{"location":(120, 542)}
2025-04-27T08:17:12.136424Z,mouse,mouse_move,{"location":(121, 543)}
2025-04-27T08:17:12.188141Z,mouse,mouse_move,{"location":(124, 543)}
2025-04-27T08:17:12.240538Z,mouse,mouse_move,{"location":(128, 538)}
2025-04-27T08:17:12.292505Z,mouse,mouse_move,{"location":(130, 534)}
2025-04-27T08:17:13.280639Z,mouse,mouse_move,{"location":(141, 530)}
2025-04-27T08:17:13.339032Z,mouse,mouse_move,{"location":(351, 456)}
2025-04-27T08:17:13.391420Z,mouse,mouse_move,{"location":(709, 408)}
2025-04-27T08:17:13.443746Z,mouse,mouse_move,{"location":(779, 414)}
2025-04-27T08:17:14.793454Z,mouse,mouse_move,{"location":(776, 421)}
2025-04-27T08:17:14.845037Z,mouse,mouse_move,{"location":(773, 435)}
2025-04-27T08:17:14.896649Z,mouse,mouse_move,{"location":(772, 463)}
2025-04-27T08:17:14.949419Z,mouse,mouse_move,{"location":(772, 474)}
2025-04-27T08:17:16.095677Z,mouse,mouse_move,{"location":(728, 464)}
2025-04-27T08:17:16.148111Z,mouse,mouse_move,{"location":(659, 450)}
2025-04-27T08:17:16.200068Z,mouse,mouse_move,{"location":(609, 449)}
2025-04-27T08:17:16.252649Z,mouse,mouse_move,{"location":(624, 441)}
2025-04-27T08:17:16.305334Z,mouse,mouse_move,{"location":(805, 387)}
2025-04-27T08:17:16.357230Z,mouse,mouse_move,{"location":(978, 368)}
2025-04-27T08:17:16.408732Z,mouse,mouse_move,{"location":(1051, 355)}
2025-04-27T08:17:16.461751Z,mouse,mouse_move,{"location":(1056, 354)}
2025-04-27T08:17:16.513461Z,mouse,mouse_move,{"location":(896, 393)}
2025-04-27T08:17:16.566195Z,mouse,mouse_move,{"location":(696, 410)}
2025-04-27T08:17:16.617869Z,mouse,mouse_move,{"location":(613, 386)}
2025-04-27T08:17:16.669696Z,mouse,mouse_move,{"location":(635, 326)}
2025-04-27T08:17:16.720940Z,mouse,mouse_move,{"location":(787, 268)}
2025-04-27T08:17:16.773539Z,mouse,mouse_move,{"location":(948, 269)}
2025-04-27T08:17:16.825007Z,mouse,mouse_move,{"location":(992, 299)}
2025-04-27T08:17:16.877852Z,mouse,mouse_move,{"location":(968, 355)}
2025-04-27T08:17:16.930235Z,mouse,mouse_move,{"location":(873, 416)}
2025-04-27T08:17:16.982575Z,mouse,mouse_move,{"location":(812, 453)}
2025-04-27T08:17:17.033320Z,mouse,mouse_move,{"location":(806, 458)}
2025-04-27T08:17:17.345265Z,mouse,mouse_move,{"location":(805, 458)}
2025-04-27T08:17:17.397178Z,mouse,mouse_move,{"location":(779, 463)}
2025-04-27T08:17:17.449817Z,mouse,mouse_move,{"location":(708, 475)}
2025-04-27T08:17:17.502223Z,mouse,mouse_move,{"location":(680, 480)}
2025-04-27T08:17:17.554562Z,mouse,mouse_move,{"location":(676, 482)}
2025-04-27T08:17:17.811936Z,mouse,mouse_move,{"location":(675, 482)}
2025-04-27T08:17:17.864189Z,mouse,mouse_move,{"location":(568, 497)}
2025-04-27T08:17:17.916523Z,mouse,mouse_move,{"location":(350, 516)}
2025-04-27T08:17:17.968051Z,mouse,mouse_move,{"location":(272, 521)}
2025-04-27T08:17:18.020080Z,mouse,mouse_move,{"location":(260, 523)}
2025-04-27T08:17:18.072368Z,mouse,mouse_move,{"location":(261, 523)}
2025-04-27T08:17:18.124740Z,mouse,mouse_move,{"location":(273, 519)}
2025-04-27T08:17:18.177200Z,mouse,mouse_move,{"location":(362, 493)}
2025-04-27T08:17:18.229119Z,mouse,mouse_move,{"location":(551, 474)}
2025-04-27T08:17:18.281356Z,mouse,mouse_move,{"location":(670, 479)}
2025-04-27T08:17:18.333267Z,mouse,mouse_move,{"location":(674, 480)}
2025-04-27T08:17:19.113690Z,mouse,mouse_move,{"location":(687, 473)}
2025-04-27T08:17:19.166001Z,mouse,mouse_move,{"location":(754, 458)}
2025-04-27T08:17:19.221009Z,mouse,mouse_move,{"location":(804, 458)}
2025-04-27T08:17:19.273150Z,mouse,mouse_move,{"location":(837, 469)}
2025-04-27T08:17:19.756845Z,keyboard,key_down,{"key":"Key1"}
2025-04-27T08:17:19.809336Z,keyboard,key_down,{"key":"Key1"}
2025-04-27T08:17:20.070208Z,keyboard,key_down,{"key":"Key2"}
2025-04-27T08:17:20.121741Z,keyboard,key_down,{"key":"Key2"}
2025-04-27T08:17:20.434860Z,keyboard,key_down,{"key":"Key3"}
2025-04-27T08:17:20.696531Z,keyboard,key_down,{"key":"Key4"}
2025-04-27T08:17:20.748934Z,keyboard,key_down,{"key":"Key4"}
2025-04-27T08:17:21.064435Z,keyboard,key_down,{"key":"Key5"}
2025-04-27T08:17:21.115729Z,keyboard,key_down,{"key":"Key5"}
2025-04-27T08:17:21.376510Z,keyboard,key_down,{"key":"Key6"}
2025-04-27T08:17:21.428219Z,keyboard,key_down,{"key":"Key6"}
2025-04-27T08:17:21.688873Z,keyboard,key_down,{"key":"Key7"}
2025-04-27T08:17:21.741534Z,keyboard,key_down,{"key":"Key7"}
2025-04-27T08:17:22.001249Z,keyboard,key_down,{"key":"Key8"}
2025-04-27T08:17:22.053164Z,keyboard,key_down,{"key":"Key8"}
2025-04-27T08:17:22.313837Z,keyboard,key_down,{"key":"Key9"}
2025-04-27T08:17:22.366598Z,keyboard,key_down,{"key":"Key9"}
2025-04-27T08:17:22.627074Z,keyboard,key_down,{"key":"Key0"}
2025-04-27T08:17:23.771510Z,mouse,mouse_move,{"location":(835, 465)}
2025-04-27T08:17:23.824772Z,mouse,mouse_move,{"location":(825, 425)}
2025-04-27T08:17:23.876568Z,mouse,mouse_move,{"location":(827, 405)}
2025-04-27T08:17:27.938740Z,mouse,mouse_move,{"location":(829, 395)}
2025-04-27T08:17:27.991054Z,mouse,mouse_move,{"location":(865, 334)}
2025-04-27T08:17:28.043430Z,mouse,mouse_move,{"location":(975, 154)}
2025-04-27T08:17:28.095855Z,mouse,mouse_move,{"location":(1040, 67)}
2025-04-27T08:17:28.148330Z,mouse,mouse_move,{"location":(1060, 37)}
2025-04-27T08:17:28.200595Z,mouse,mouse_move,{"location":(1061, 29)}
2025-04-27T08:17:28.252175Z,mouse,mouse_move,{"location":(1062, 27)}
2025-04-27T08:17:28.408643Z,mouse,mouse_move,{"location":(1062, 24)}
2025-04-27T08:17:28.459193Z,mouse,mouse_move,{"location":(1064, 19)}
2025-04-27T08:17:28.510773Z,mouse,mouse_move,{"location":(1065, 18)}
2025-04-27T08:17:28.668225Z,mouse,mouse_move,{"location":(1055, 18)}
2025-04-27T08:17:28.720945Z,mouse,mouse_move,{"location":(1041, 17)}
2025-04-27T08:17:28.773435Z,mouse,mouse_move,{"location":(1036, 16)}
2025-04-27T08:17:28.824908Z,mouse,mouse_move,{"location":(1035, 16)}
2025-04-27T08:17:29.240871Z,mouse,mouse_down,{"button":1}
2025-04-27T08:17:31.994456Z,mouse,mouse_move,{"location":(1016, 40)}
2025-04-27T08:17:32.046831Z,mouse,mouse_move,{"location":(926, 170)}
2025-04-27T08:17:32.099187Z,mouse,mouse_move,{"location":(818, 349)}
2025-04-27T08:17:32.151446Z,mouse,mouse_move,{"location":(784, 424)}
2025-04-27T08:17:32.203705Z,mouse,mouse_move,{"location":(783, 426)}
2025-04-27T08:17:33.349407Z,mouse,mouse_move,{"location":(692, 436)}
2025-04-27T08:17:33.404109Z,mouse,mouse_move,{"location":(435, 460)}
2025-04-27T08:17:33.457182Z,mouse,mouse_move,{"location":(268, 477)}
2025-04-27T08:17:33.509821Z,mouse,mouse_move,{"location":(225, 496)}
2025-04-27T08:17:33.561341Z,mouse,mouse_move,{"location":(219, 500)}
2025-04-27T08:17:33.612810Z,mouse,mouse_move,{"location":(218, 502)}
2025-04-27T08:17:33.665723Z,mouse,mouse_move,{"location":(217, 502)}
2025-04-27T08:17:33.718835Z,mouse,mouse_move,{"location":(200, 506)}
2025-04-27T08:17:33.771059Z,mouse,mouse_move,{"location":(176, 511)}
2025-04-27T08:17:33.823588Z,mouse,mouse_move,{"location":(162, 513)}
2025-04-27T08:17:33.875958Z,mouse,mouse_move,{"location":(152, 515)}
2025-04-27T08:17:33.928579Z,mouse,mouse_move,{"location":(149, 515)}
2025-04-27T08:17:34.664931Z,mouse,mouse_move,{"location":(148, 515)}
2025-04-27T08:17:34.717348Z,mouse,mouse_move,{"location":(142, 520)}
2025-04-27T08:17:34.769480Z,mouse,mouse_move,{"location":(140, 527)}
2025-04-27T08:17:34.821417Z,mouse,mouse_move,{"location":(140, 529)}
2025-04-27T08:17:35.289660Z,mouse,mouse_move,{"location":(175, 519)}
2025-04-27T08:17:35.341833Z,mouse,mouse_move,{"location":(386, 475)}
2025-04-27T08:17:35.394020Z,mouse,mouse_move,{"location":(646, 467)}
2025-04-27T08:17:35.446564Z,mouse,mouse_move,{"location":(658, 467)}
2025-04-27T08:17:38.773208Z,mouse,mouse_move,{"location":(658, 466)}
2025-04-27T08:17:38.825462Z,mouse,mouse_move,{"location":(704, 408)}
2025-04-27T08:17:38.877100Z,mouse,mouse_move,{"location":(856, 215)}
2025-04-27T08:17:38.928909Z,mouse,mouse_move,{"location":(1024, 34)}
2025-04-27T08:17:38.980969Z,mouse,mouse_move,{"location":(1110, 0)}
2025-04-27T08:17:39.241858Z,mouse,mouse_move,{"location":(1108, 0)}
2025-04-27T08:17:39.293459Z,mouse,mouse_move,{"location":(1089, 2)}
2025-04-27T08:17:39.345265Z,mouse,mouse_move,{"location":(1067, 3)}
2025-04-27T08:17:39.396745Z,mouse,mouse_move,{"location":(1057, 3)}
2025-04-27T08:17:39.448074Z,mouse,mouse_move,{"location":(1043, 1)}
2025-04-27T08:17:39.500058Z,mouse,mouse_move,{"location":(1036, 0)}
2025-04-27T08:17:39.552442Z,mouse,mouse_move,{"location":(1032, 0)}
2025-04-27T08:17:39.604198Z,mouse,mouse_move,{"location":(1030, 0)}
2025-04-27T08:17:40.285130Z,mouse,mouse_move,{"location":(1030, 1)}
2025-04-27T08:17:40.338198Z,mouse,mouse_move,{"location":(1025, 17)}
2025-04-27T08:17:40.390424Z,mouse,mouse_move,{"location":(995, 78)}
2025-04-27T08:17:40.442879Z,mouse,mouse_move,{"location":(875, 245)}
2025-04-27T08:17:40.495087Z,mouse,mouse_move,{"location":(789, 366)}
2025-04-27T08:17:40.547260Z,mouse,mouse_move,{"location":(779, 384)}
2025-04-27T08:17:40.859706Z,mouse,mouse_move,{"location":(797, 342)}
2025-04-27T08:17:40.912956Z,mouse,mouse_move,{"location":(898, 111)}
2025-04-27T08:17:40.965013Z,mouse,mouse_move,{"location":(1021, 0)}
2025-04-27T08:17:41.017289Z,mouse,mouse_move,{"location":(1084, 0)}
2025-04-27T08:17:41.283864Z,mouse,mouse_move,{"location":(1081, 1)}
2025-04-27T08:17:41.336303Z,mouse,mouse_move,{"location":(1065, 8)}
2025-04-27T08:17:41.388659Z,mouse,mouse_move,{"location":(1052, 12)}
2025-04-27T08:17:41.439684Z,mouse,mouse_move,{"location":(1047, 12)}
2025-04-27T08:17:41.491037Z,mouse,mouse_move,{"location":(1043, 12)}
2025-04-27T08:17:41.542844Z,mouse,mouse_move,{"location":(1040, 13)}
2025-04-27T08:17:41.595240Z,mouse,mouse_move,{"location":(1034, 16)}
2025-04-27T08:17:41.647654Z,mouse,mouse_move,{"location":(1033, 17)}
2025-04-27T08:17:41.700158Z,mouse,mouse_move,{"location":(1031, 17)}
2025-04-27T08:17:42.375580Z,mouse,mouse_move,{"location":(1031, 28)}
2025-04-27T08:17:42.427455Z,mouse,mouse_move,{"location":(1030, 44)}
2025-04-27T08:17:42.479014Z,mouse,mouse_move,{"location":(1030, 62)}
2025-04-27T08:17:42.532020Z,mouse,mouse_move,{"location":(1030, 67)}
2025-04-27T08:17:42.583434Z,mouse,mouse_move,{"location":(1030, 68)}
2025-04-27T08:17:42.686853Z,mouse,mouse_move,{"location":(1031, 71)}
